"Country","iso3c","iso2c","y","Abslat","Spanish","French","Brit","WarDummy","LatAmerica","SubSahara","OutwarOr","Area","PrScEnroll","LifeExp","GDP60","Mining","EcoOrg","YrsOpen","Age","Buddha","Catholic","Confucian","EthnoL","Hindu","Jewish","Muslim","PrExports","Protestants","RuleofLaw","Popg","WorkPop","LabForce","HighEnroll","PublEdupct","RevnCoup","PolRights","CivlLib","English","Foreign","RFEXDist","EquipInv","NequipInv","stdBMP","BlMktPm","Accounts1000","NetInterestMargin","BankZscore","Privatecredit","MarketCap.WOtop10","MarketCap","MarketTurn","MarketVol","BankBranches","ATMs1000","findex","finrev","Lrev","sum_cr","max_cr","legor_uk","legor_ge","legor_sc","legor_fr","fst","statehist","group"
"Jamaica","JAM","JM",0.00659742798702995,18.055,0,0,1,1,1,0,0,11,0.92,63,7.4922,0.089,5,0.422,0,0,0.05,0,0.05,0,0,0,0.471,0.56,0.16667,0.014329,-0.8916,667.89,0.017,0.0201,0,1.7222,2.6111,0.94,0,139,0.046,0.1604,29.0476,0.02,NA,8.43439263636364,3.53908827272727,21.9005345098039,NA,50.2613330434783,6.21859591304348,12.662533,6.61242875,23.22568625,0.37662336969697,-0.007440471875,0,0.257575757575758,2,1,0,0,0,1320.756,0.2088442,"Lat. America"
"Jordan","JOR","JO",0.0138012066646129,31.602,0,0,1,1,0,0,0,89,0.77,47.2,7.0397,0.037,5,0.667,0,0,0.04,0,0.05,0,0,0.92,0.838,0.04,0.16667,0.028379,-1.3509,439.005,0.006,0.0329,0.2,5.7222,5.6667,0,1,116,0.0346,0.142,3.5906,0.021,NA,2.95180938461538,36.2926492307692,60.8654645714286,31.1126666666667,100.016359565217,29.3649036086957,15.6105317272727,19.12906375,27.359408,0.668109678787879,-0.00148809375,0,0.257575757575758,2,0,0,0,1,471.08746,0.5044919,"Rest"
"Japan","JPN","JP",0.0421334064156809,35.712,0,0,0,0,0,0,1,378,1,67.7,7.9983,0.003,5,0.733,0,0.87,0,0,0.01,0,0,0,0.067,0.01,1,0.009468,-0.74402,44714.421,0.095,0.0317,0,1.4444,1,0,0,118,0.1223,0.2377,0.001,0,NA,1.231628,11.4099486153846,121.99553,70.0647135714286,79.0847617391304,74.6729630434783,16.1927383461538,34.12199875,127.190675,0.61760463030303,0,0,0.464454976303318,6,0,1,0,0,1299.3673,0.8840892,"Rest"
"Kenya","KEN","KE",0.00699281362203003,0.513,0,0,1,0,0,1,1,580,0.47,45,6.4646,0.002,5,0.044,79,0,0.28,0,0.83,0,0,0.06,0.874,0.38,0.33333,0.035654,-0.80833,3712.739,0.001,0.0361,0.05,5.3333,4.8333,0,0,131,0.028,0.1465,12.4476,0.014,304.4344125,7.86777915384615,11.8498201538462,20.368072,NA,21.237229173913,5.65796804545455,10.98282,3.75422325,5.318532125,0.436147193939394,-0.00186011875,0,0.9375,4,1,0,0,0,1864.2802,0.0279832,"Sub-Sahara"
"Korea Rep.","KOR","KR",0.0578941982243486,37.553,0,0,0,0,0,0,1,99,0.94,54.2,6.7833,0.007,3,0.6,0,0.16,0.12,0.6,0,0,0,0,0.234,0.12,0.5,0.018594,-1.0844,8453.514,0.047,0.0352,0.4,4.4444,5.1667,0,0,110,0.062,0.1617,28.1956,0.602,NA,2.44881498461538,7.75349223076923,55.6515365853659,55.7441435714286,53.826885,197.502362727273,23.6880938387097,18.17188125,234.8113,0.496392493939394,-0.005952384375,0,0.818181818181818,3,0,1,0,0,1052.1578,0.9154712,"Rest"
"Sri Lanka","LKA","LK",0.0362156753925407,6.868,0,0,1,1,0,0,1,66,0.95,62.3,7.1444,0.014,2,0.4,0,0.69,0.04,0,0.47,0.15,0,0.08,0.986,0.04,0.33333,0.019052,-1.0244,3550.151,0.006,0.0382,0.08,2.4444,3.4444,0.009,0,51,0.011,0.1372,268.4733,0.871,NA,4.61099484615385,9.60522884615385,17.9150499803922,56.1497857142857,15.6197753478261,15.8335553478261,17.3598868076923,12.74440175,11.8034792,0.3553391,-0.005208334375,0,0.301587301587302,2,1,0,0,0,665.83234,0.747531,"Rest"
"Morocco","MAR","MA",0.0280111885351303,33.593,0,1,0,1,0,0,0,447,0.47,46.9,6.6733,0.029,3,0.444,0,0,0,0,0.53,0,0,0.99,0.903,0.01,0.16667,0.025559,-1.2698,3265.743,0.005,0.0305,0.08,4.1667,4.6111,0,0.74,123,0.015,0.0684,9.0524,0.179,NA,3.87863553846154,30.0560776923077,28.260027826087,27.6946666666667,34.2933553478261,16.8170792173913,11.3117215,15.182065625,15.788381625,0.303030303030303,-0.001488096875,0,0.345454545454545,3,0,0,0,1,595.09723,0.828517,"Rest"
"Madagascar","MDG","MG",-0.00784475521532367,18.958,0,1,0,0,0,1,0,587,0.52,41,7.0588,0.078,1,0,0,0,0.2,0,0.06,0,0,0.07,0.928,0.21,0.66667,0.026986,-0.6706,2715.022,0.002,0.0206,0.1,5.2222,5.0556,0,0,120,0.01,0.0611,4.799,0.05,27.9147675,7.54533323076923,13.0929015384615,14.342817787234,NA,NA,NA,NA,1.3534715,1.0692540875,0.405122651515152,-0.00186011875,0,0.257575757575758,2,0,0,0,1,1168.8062,0.2992748,"Sub-Sahara"
"Mexico","MEX","MX",0.0192987639326399,16.759,1,0,0,0,1,0,0,1958,0.8,57.3,7.9367,0.032,3,0.2,0,0,0.89,0,0.3,0,0,0,0.675,0.06,0.66667,0.028529,-1.2406,10995.38,0.026,0.0134,0,3.6667,3.6667,0,0.88,71,0.022,0.1739,14.5146,0,NA,6.26907076923077,25.1499361538462,19.8594181568627,36.2944285714286,26.7164614782609,34.2416404347826,25.3849723529412,12.81463625,38.44422,0.525252524242424,-0.007440478125,0.03125,1.11111111111111,6,0,0,0,1,904.46844,0.5934624,"Lat. America"
"Malawi","MWI","MW",0.0228253500910549,15.811,0,0,1,0,0,1,1,118,0.67,37.9,5.9054,0.089,5,0,0,0,0.2,0,0.62,0,0,0.2,0.963,0.55,0.16667,0.030129,-0.69796,1756.03,0,0.0118,0,6.3889,6.5556,0,0,116,0.018,0.1143,32.6426,0.086,191.4634,13.3070061538462,23.7675184615385,8.67101696774193,NA,17.0649791666667,3.38315066666667,NA,1.090105,NA,NA,NA,NA,0.257575757575758,2,1,0,0,0,2056.8291,0.3331189,"Sub-Sahara"
"Malaysia","MYS","MY",0.0413290721898624,3.269,0,0,1,0,0,0,1,330,0.96,54.3,7.2306,0.103,5,1,0,0.27,0.01,0.01,0.72,0.07,0,0.54,0.926,0.02,0.66667,0.026187,-1.061,2817.254,0.012,0.0281,0.04,3.1111,4.0556,0,0.309,88,0.04,0.1924,2.1525,0.018,NA,3.37365607692308,28.5320569230769,69.0268113529412,63.2430769230769,151.146764782609,39.075722173913,20.5718528235294,11.06811875,41.20313125,0.569985581818182,-0.0133928625,0.03125,0.416666666666667,3,1,0,0,0,1210.972,0.5743015,"Rest"
"Nigeria","NGA","NG",0.0131579886968172,6.543,0,0,1,1,0,1,1,924,0.36,39.7,6.3226,0.208,4,0,0,0,0.2,0,0.87,0,0,0.5,0.988,0.2,0.16667,0.031227,-1.0421,14920.97,0.001,0.0136,0.52,4.8889,4.0556,0,0.002,277,0.02,0.1,45.1837,0.086,403.62248,7.51089923076923,3.03122735384615,11.7006479411765,NA,12.4963382173913,8.1951774,16.79298125,5.34969375,7.06086784285714,0.455988448484848,-0.005952384375,0,0.96078431372549,5,1,0,0,0,1200.8705,0.553184,"Sub-Sahara"
"Netherlands","NLD","NL",0.0240573970228042,51.874,0,0,0,0,0,0,1,37,1,73.3,8.7167,0.027,4,0.8,76,0,0.36,0,0.1,0,0,0,0.433,0.27,1,0.00854,-1.0362,4073.104,0.132,0.0412,0,1,1,0,0,105,0.08081,0.17779,0.001,0,NA,0.9816989,8.90789630769231,81.0267483673469,NA,88.9638365217391,99.6141834782609,20.3877582142857,26.9493025,60.13750375,0.857503621212121,-0.001116071875,0,0.364928909952607,3,0,0,0,1,334.18127,0.7487031,"Rest"
"Norway","NOR","NO",0.0266664813992729,59.977,0,0,0,0,0,0,0,324,1,73.4,8.6405,0.079,4,0.778,80,0,0.02,0,0.04,0,0,0,0.446,0.9,1,0.005482,-0.93496,1405.901,0.069,0.0349,0,1,1,0,0,107,0.10136,0.19054,0.001,0,1154.9246,1.78654753846154,23.3414669230769,46.8482054347826,31.6450769230769,39.345462173913,85.9740195652174,24.4878386666667,11.7289475,58.09715,0.637806654545455,-0.001116071875,0,0.303317535545024,3,0,0,1,0,337.29965,0.5737327,"Rest"
"Pakistan","PAK","PK",0.0246515068462678,31.173,0,0,1,1,0,0,0,796,0.3,43.3,6.4329,0.006,3,0,0,0,0.01,0,0.64,0.01,0,0.97,0.428,0.01,0.16667,0.030556,-1.0694,17144.56,0.01,0.0154,0.32,4.9444,4.7778,0,0,77,0.015,0.1073,35.2203,0.61,192.8623125,4.46713369230769,10.6290326153846,21.7037718431373,NA,17.7386967826087,164.141084217391,24.3352130769231,8.01637825,2.8391463875,0.21645023030303,-0.0044642875,0,0.257575757575758,2,1,0,0,0,531.82092,0.7825286,"Rest"
"Panama","PAN","PA",0.0353287997960609,9.206,1,0,0,0,1,0,0,77,0.96,60.9,7.3159,0.001,3,0.276,0,0,0.93,0,0.28,0,0,0,0.964,0.06,0.16667,0.024991,-1.0978,382.9728,0.046,0.0365,0.16,5.7222,4.8333,0.14,0.695,129,0.0388,0.2231,0.001,0,NA,3.58038830769231,42.35088,52.2150254901961,NA,23.1467350526316,2.74800458947368,8.34009254545455,23.130138,39.512914,NA,NA,NA,0.305555555555556,3,0,0,0,1,889.10321,0.2575133,"Lat. America"
"Peru","PER","PE",0.0164540782689685,11.794,1,0,0,1,1,0,0,1285,0.83,48,7.5684,0.022,3,0.489,0,0,0.95,0,0.59,0,0,0,0.985,0,0.33333,0.026207,-1.1397,3176.927,0.041,0.0245,0.28,3.7778,3.7778,0,0.564,83,0.02,0.1006,33.2265,0.023,351.435175,6.34104976923077,12.3547061538462,12.7586707254902,38.476,29.4608694545455,18.1396325,24.89021,25.937112625,18.7112075,0.430014415151515,-0.005580359375,0.03125,1.01052631578947,6,0,0,0,1,972.75665,0.6322698,"Lat. America"
"Philippines","PHL","PH",0.0140909560559831,13.922,0,0,0,1,0,0,0,300,0.95,53.1,7.0139,0.019,3,0.156,0,0.02,0.83,0,0.74,0,0,0.05,0.924,0.09,0.16667,0.027496,-0.96338,10517.28,0.127,0.0233,0.44,4.2778,4.2778,0,0.012,92,0.03,0.1193,20.9833,0.34,395.5043,3.95854592307692,28.3039,24.3741137254902,43.5434285714286,46.8822273913043,24.1017239130435,25.373985,7.898130125,13.53174,0.443362193939394,-0.002976190625,0,0.969230769230769,5,0,0,0,1,1261.7162,0.2347917,"Rest"
"Portugal","PRT","PT",0.0317196286544662,38.816,0,0,0,0,0,0,0,92,1,63.7,7.5305,0.027,4,0.778,0,0,0.97,0,0.01,0,0,0,0.361,0.01,1,0.005991,-0.96732,3354.763,0.035,0.0138,0.28,2.2222,2.3889,0,1,92,0.05694,0.16866,6.7826,0.002,NA,1.68774784615385,17.4409092307692,85.2697654901961,NA,30.4873812608696,53.666587826087,15.0375599047619,65.62210625,174.5005625,0.470779215151515,-0.0044642875,0,0.431279620853081,3,0,0,0,1,392.96109,0.8098142,"Rest"
"Paraguay","PRY","PY",0.0179266175784108,25.583,1,0,0,0,1,0,0,407,0.98,63.9,7.0967,0.005,3,0.133,0,0,0.9,0,0.14,0,0,0,0.911,0.05,0.16667,0.029773,-1.1379,568.567,0.024,0.0138,0.08,4.9444,5.2222,0,0.036,141,0.01,0.107,45.9186,0.101,92.3868628571429,8.73531761538461,12.1461318461538,18.4471881960784,NA,2.6402932,5.32069951818182,NA,5.85314225,16.5728533333333,0.537878793939394,-0.0044642875,0,0.505,4,0,0,0,1,833.68683,0.2699195,"Lat. America"
"Senegal","SEN","SN",-0.000257961115423988,14.772,0,1,0,0,0,1,0,197,0.27,39.6,6.9246,0.005,4,0,0,0,0.02,0,0.72,0,0,0.92,0.811,0,0.16667,0.027802,-0.86584,1340.771,0.005,0.0187,0.04,4.3333,4,0,0.001,146,0.0114,0.0847,4.4896,0.05,NA,5.981545,36.3710684615385,23.3018230232558,NA,NA,NA,NA,NA,NA,0.372294393939394,-0.00223214375,0,0.257575757575758,2,0,0,0,1,1381.199,0.459683,"Sub-Sahara"
"Singapore","SGP","SG",0.0536236413613193,1.355,0,0,1,0,0,0,1,1,1,63.7,7.4103,0.001,4,1,0,0.46,0,0.15,0.42,0.06,0,0.15,0.695,0,1,0.016857,-1.1132,536.769,0.064,0.0334,0,4.5,4.9444,0.089,0.713,87,0.1482,0.1742,1.7922,0.018,2082.86,1.77541980769231,24.3397588461538,74.2864829166667,55.0466428571429,155.508599130435,59.5828517391304,20.277085,10.801225,52.668325,0.784992787878788,0,0,0.326086956521739,2,1,0,0,0,1169.5582,0.3567181,"Rest"
"El Salvador","SLV","SV",0.0134906741883082,13.775,1,0,0,1,1,0,0,21,0.8,50.8,7.2291,0.002,3,0.4,0,0,0.75,0,0.17,0,0,0,0.713,0.2,0.16667,0.022344,-1.1202,838.334,0.011,0.0224,0.56,3.2778,3.7778,0,0.923,132,0.013,0.0674,33.5551,0.19,NA,5.89572446153846,21.1779276923077,6.64143447058824,NA,17.0984882,3.03754366428571,NA,19.08601,26.46538125,0.332251093939394,-0.002976190625,0,0.369942196531792,2,0,0,0,1,845.02716,0.2660699,"Lat. America"
"Sweden","SWE","SE",0.0219984023855777,59.278,0,0,0,0,0,0,0,450,0.96,73.2,8.9233,0.003,4,0.778,90,0,0.02,0,0.08,0,0,0,0.251,0.95,1,0.003828,-0.82691,3271.752,0.091,0.0412,0,1.0556,1,0,0,142,0.051,0.1943,0.001,0,NA,1.32031263076923,18.8865084615385,50.80629625,NA,87.0133095652174,85.1563647826087,23.2624025,23.4240771428571,40.0253228571429,0.713203490909091,0,0,0.289099526066351,3,0,0,1,0,334.89523,0.5910845,"Rest"
"Thailand","THA","TH",0.0499973520347083,13.77,0,0,0,1,0,0,0,513,0.83,52.7,6.8276,0.017,3,1,0,0.95,0,0,0.66,0,0,0.04,0.92,0.01,0.5,0.025667,-0.67472,13441.45,0.019,0.0181,0.44,3.9444,3.7778,0,0.023,75,0.023,0.1578,4.5632,0.027,1029.59793333333,2.70164784615385,4.49881737692308,69.3296256521739,53.9080714285714,53.424102173913,83.92576,26.8195970833333,9.70684525,53.29388875,0.405122654545455,-0.00595238125,0,0.260663507109005,3,1,0,0,0,919.93555,0.7285204,"Rest"
"Tunisia","TUN","TN",0.0338860176529804,36.816,0,1,0,0,0,0,0,164,0.66,48.6,6.981,0.079,4,0.133,0,0,0,0,0.16,0,0.01,0.98,0.808,0.01,0.5,0.022372,-1.2737,1181.036,0.006,0.0369,0,5.6111,4.8889,0,0.986,104,0.033,0.1059,39.5923,0.848,695.1829,3.13360684615385,25.4379384615385,53.9719679166667,NA,11.6390466956522,12.1204691304348,9.57561685714286,13.6575027272727,12.7020702727273,0.338744603030303,-0.00148809375,0,0.309090909090909,2,0,0,0,1,593.19922,0.7321873,"Rest"
"Turkey","TUR","TR",0.0255100713530387,41.202,0,0,0,1,0,0,0,779,0.75,50.5,7.374,0.02,3,0.133,0,0,0,0,0.25,0,0,1,0.911,0,0.5,0.024306,-0.67806,13963.57,0.029,0.0268,0.307,3.3333,3.8889,0,0.014,99,0.039,0.1631,20.2742,0.749,1225.61605714286,6.88083638461538,6.42064804615385,17.8820921428571,47.1828571428571,19.4890716086957,148.700382608696,43.8708673913044,15.7786375,40.94986875,0.424242421212121,-0.002976190625,0,0.639810426540284,5,0,0,0,1,927.12207,0.8869306,"Rest"
"Tanzania","TZA","TZ",0.0163954094786242,2.154,0,0,1,1,0,1,0,945,0.25,40.6,5.743,0.002,0,0,0,0,0.16,0,0.93,0,0,0.35,0.872,0.16,0.5,0.033545,-0.59675,5520.315,0,0.0265,0.05,6,6,0,0,216,0.0149,0.1656,83.9784,0.014,NA,7.49564861538462,12.9842792307692,6.86003493333333,NA,4.03088911111111,4.68911288888889,6.2319855,1.5606455,2.2152724125,0.268759018181818,0,0,0.257575757575758,2,1,0,0,0,2056.8291,NA,"Sub-Sahara"
"Uganda","UGA","UG",0.0116855117816806,0.228,0,0,1,1,0,1,1,236,0.49,43.2,6.5191,0.001,3,0.156,0,0,0.33,0,0.9,0,0,0.16,0.996,0.33,0.16667,0.034838,-0.70259,3250.158,0.002,0.019,0.43,5.7778,5.6111,0,0,155,0.0048,0.0371,319.5108,0.014,129.426894285714,11.1809393076923,15.4694107692308,5.159368,NA,8.3360232,1.97497416666667,NA,1.73903,2.43463575,0.343795093939394,-0.004464284375,0,0.257575757575758,2,1,0,0,0,1975.6869,0.2708646,"Sub-Sahara"
"Uruguay","URY","UY",0.0177939314457476,34.822,1,0,0,0,1,0,0,177,1,67.3,8.255,0.001,3,0.111,77,0,0.66,0,0.2,0,0.02,0,0.796,0.02,0.5,0.006722,-0.90288,1028.905,0.079,0.0241,0,4.2222,4.1667,0,1,92,0.015,0.1035,27.9394,0.021,498.215671428571,6.06730815384615,1.73248296923077,24.342379627451,NA,0.669335053333333,2.95662583846154,NA,13.42874875,33.1085575,0.551226566666667,-0.008928571875,0.03125,0.785,5,0,0,0,1,388.68735,0.1930117,"Lat. America"
"United States","USA","US",0.0203249755040348,34.36,0,0,1,1,0,0,0,9373,1,69.8,9.1875,0.018,5,1,0,0,0.28,0,0.5,0,0.02,0,0.298,0.56,1,0.011011,-0.90387,73171.76,0.321,0.0383,0,1,1,0.886,0.089,90,0.0667,0.1451,0.001,0,NA,3.60920723076923,24.2184923076923,51.8621909803922,72.7005,109.225282173913,146.162752608696,14.8777306346154,34.44833875,168.903283333333,0.850288624242424,0,0,0.663507109004739,3,1,0,0,0,0,0.2096742,"Rest"
"Venezuela RB","VEN","VE",0.0056378386820192,9.843,1,0,0,0,1,0,1,912,1,59.8,8.727,0.11,3,0.311,87,0,0.96,0,0.11,0,0,0,0.985,0.02,0.5,0.032619,-1.1451,2387.136,0.043,0.018,0.32,1.2222,2.0556,0,0.969,109,0.035,0.0795,48.9034,0.304,NA,10.6902320769231,13.136591,18.7840733333333,NA,1.3514165,0.9590949,26.29454,16.97486125,29.3023285714286,0.513708521212121,-0.013392853125,0.03125,0.774725274725275,5,0,0,0,1,799.60571,0.2697445,"Lat. America"
"Congo Dem. Rep.","ZAR","CD",-0.0195443701024064,0.569,0,0,0,1,0,1,1,2345,0.6,42.1,6.1312,0.047,3,0,0,0,0.5,0,0.9,0,0,0.1,0.932,0.2,0.16667,0.027784,-0.74339,7279.905,0.001,0.027,0.267,6.5556,6.3889,0,0,201,0.0091,0.0569,84.944,1.855,NA,12.2450197692308,4.75690707692308,1.34005356666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.257575757575758,2,0,0,0,1,2088.0098,0.3223345,"Sub-Sahara"
"Zambia","ZMB","ZM",0.000296723051590423,12.942,0,0,1,0,0,1,1,753,0.42,41.8,6.8565,0.204,1,0.044,76,0,0.31,0,0.82,0.18,0,0.19,0.998,0.31,0.5,0.033396,-1.0153,1137.984,0,0.0159,0.05,5.1111,5.1111,0,0,206,0.0372,0.2803,61.9765,0.086,22.0043216666667,9.09042238461539,11.6053830769231,6.777373625,NA,10.5739729285714,4.03878506428571,NA,3.552665,4.0635076125,NA,NA,NA,1.2,3,1,0,0,0,2056.8291,0.1060314,"Sub-Sahara"
"Zimbabwe","ZWE","ZW",0.00470772243149092,17.876,0,0,1,1,0,1,1,391,0.96,45.5,6.9177,0.06,3,0,0,0,0.25,0,0.54,0,0,0.01,0.656,0.25,0.16667,0.030956,-0.81735,1683.379,0,0.0163,0.3,4.8333,5.0556,0.074,0,164,0.0086,0.2026,101.3385,0.086,302.552465714286,13.1525428714286,2.5924098,14.1280882857143,NA,73.3656172222222,9.32820380526316,NA,3.72967971428571,6.8691058,0.352453096969697,-0.004092259375,0,2.06521739130435,6,1,0,0,0,2056.8291,0.0812844,"Sub-Sahara"
